PMID,Title,Abstract,Date
36709658,"Development and validation of LC-MS/MS method for determining the metabolic stability, pharmacokinetics, and dose proportionality of a novel anti-inflammatory cofilin inhibitor.","A novel small molecule cofilin inhibitor (SZ-3) has recently become the focus of investigation for targeting neuroinflammation in different neurodegenerative diseases. In the present study, the metabolic stability, blood-brain barrier (BBB) penetration, and tissue concentration of SZ-3 were evaluated to support our future studies. In silico drug metabolism prediction was investigated using the StarDrop WhichP450 module. LC-MS/MS method was developed and validated to quantify the SZ-3 for in-vitro and in-vivo studies. The in-vitro metabolic stability was performed using human liver microsomes (HLMs), and the in-vivo pharmacokinetics were investigated in mice after a single intraperitoneal (IP) injection or oral (P.O.) administration, followed by a collection of blood and brain samples at different time points. The dose-proportionality was also evaluated after a single IP injection of three ascending doses (5, 10, and 25 mg/kg). In-vitro results showed that SZ-3 has a moderate intrinsic clearance (Cl<sub>int</sub>) value of 17.42 ml/min/mg with a half-life (t<sub>1/2</sub>) value of 39.77 mins, indicative of good bioavailability. In vivo study revealed that SZ-3 was rapidly absorbed, entered the brain, and yielded a good concentration of the unbound drug after IP and oral administration. However, the higher maximum concentration (C<sub>max</sub>) values of IP and P.O. (2244 ng/ml and 1069 ng/g, respectively) revealed that the IP administration led to higher blood and brain concentrations than the P.O. Furthermore, C<sub>max</sub> and area under the curve (AUC) of SZ-3 increased in a dose-proportional manner between the three ascending doses. These results will guide us in optimizing the dosing regimen for future SZ-3 pharmacological studies targeting neuroinflammation.",2023-01-24
36696800,Identification and characterization of a first-generation inhibitor of claudin-1 in colon cancer progression and metastasis.,"Colorectal cancer (CRC) is a leading cause of the cancer-related deaths worldwide. Thus, developing novel and targeted therapies for inhibiting CRC progression and metastasis is urgent. Several studies, including ours, have reported a causal role for an upregulated claudin-1 expression in promoting CRC metastasis through the activation of the Src and β-catenin-signaling. In murine models of colon tumorigenesis, claudin-1 overexpression promotes oncogenic properties such as transformation and invasiveness. Conversely, the downregulation of claudin-1 inhibits colon tumorigenesis. Despite being a desirable target for cancer treatment, there are currently no known claudin-1 inhibitors with antitumor efficacy. Using a rigorous analytical design and implementing in- vitro and in-vivo testing and a brief medicinal chemistry campaign, we identified a claudin-1-specific inhibitor and named it I-6. Despite its high potency, I-6 was rapidly cleared in human liver microsomes. We, therefore, synthesized I-6 analogs and discovered a novel small molecule, PDS-0330. We determined that PDS0330 inhibits claudin-1-dependent CRC progression without exhibiting toxicity in in-vitro and in-vivo models of CRC and that it binds directly and specifically to claudin-1 with micromolar affinity. Further analyses revealed that PDS-0330 exhibits antitumor and chemosensitizer activities with favorable pharmacokinetic properties by inhibiting the association with metastatic oncogene Src. Overall, our data propose that PDS-0330 interferes with claudin-1/Src association to inhibit CRC progression and metastasis. Our findings are of direct clinical relevance and may open new therapeutic opportunities in colon cancer treatment and/or management by targeting claudin-1.",2023-01-23
36685223,New natural compound inhibitors of PDGFRA (platelet-derived growth factor receptor α) based on computational study for high-grade glioma therapy.,"High-grade glioma (HGG) is a malignant brain tumor that is common and aggressive in children and adults. In the current medical paradigm, surgery and radiotherapy are the standard treatments for HGG patients. Despite this, the overall prognosis is still very bleak. Studies have shown that platelet-derived growth factor receptor α (PDGFRA) is an essential target to treat tumors and inhibiting the activity of PDGFRA can improve the prognosis of HGG. Thus, PDGFRA inhibitors are critical to developing drugs and cancer treatment.",2023-01-04
36683422,"Orelabrutinib in relapsed or refractory chronic lymphocytic leukemia/small lymphocytic lymphoma patients: Multi-center, single-arm, open-label, phase 2 study.","Orelabrutinib is a novel, small molecule, selective irreversible Bruton's tyrosine kinase inhibitor. The aim of this study was to evaluate the efficacy and safety in patients with refractory or relapsed chronic lymphocytic leukemia (CLL)/small lymphocytic lymphoma (SLL). This is single-arm, multi-center, open-label, phase 2 study in 80 eligible Chinese patients, who were treated with monotherapy of orelabrutinib at 150 mg once daily. Overall response rate evaluated by an independent review committee was the primary endpoint, and secondary endpoints include progression-free survival, overall survival, and safety. Independent review committee assessed overall response rate was 92.5% (74/80); complete response 21.3% (17/80), partial response 60.0% (48/80), partial response with lymphocytosis 11.3% (9/80). At a 32.3-month median follow-up, the median progression-free survival had not been achieved, while the 30-month progression-free survival rate and overall survival rates were 70.9% (95% confidence interval [CI], 59.5-79.6) and 81.3% (95% CI, 70.8-88.2), respectively. Orelabrutinib also revealed substantial response in patients with high prognostic risks: overall response rates of patients carrying positive TP53 mutational status or del(17p), del(11q), as well as unmutated immunoglobulin heavy-chain variable region gene were 100%, 94.7%, and 93.9%, respectively. Most adverse events were in low grade, with 86.8% of AEs being Grade 1 or 2. Nearly 67% of patients were still receiving orelabrutinib after almost a 3-year follow-up. In conclusion, Orelabrutinib demonstrated compelling efficacy as well as safety profiles, with a noteworthy number of patients obtaining complete response in refractory or relapsed CLL/SLL.",2023-01-22
36678572,Identification of Novel Small Molecule Ligands for JAK2 Pseudokinase Domain.,"Hyperactive mutation V617F in the JAK2 regulatory pseudokinase domain (JH2) is prevalent in patients with myeloproliferative neoplasms. Here, we identified novel small molecules that target JH2 of JAK2 V617F and characterized binding via biochemical and structural approaches. Screening of 107,600 small molecules resulted in identification of 55 binders to the ATP-binding pocket of recombinant JAK2 JH2 V617F protein at a low hit rate of 0.05%, which indicates unique structural characteristics of the JAK2 JH2 ATP-binding pocket. Selected hits and structural analogs were further assessed for binding to JH2 and JH1 (kinase) domains of JAK family members (JAK1-3, TYK2) and for effects on MPN model cell viability. Crystal structures were determined with JAK2 JH2 wild-type and V617F. The JH2-selective binders were identified in diaminotriazole, diaminotriazine, and phenylpyrazolo-pyrimidone chemical entities, but they showed low-affinity, and no inhibition of MPN cells was detected, while compounds binding to both JAK2 JH1 and JH2 domains inhibited MPN cell viability. X-ray crystal structures of protein-ligand complexes indicated generally similar binding modes between the ligands and V617F or wild-type JAK2. Ligands of JAK2 JH2 V617F are applicable as probes in JAK-STAT research, and SAR optimization combined with structural insights may yield higher-affinity inhibitors with biological activity.",2023-01-04
36672201,Preclinical Evaluation of a Novel Small Molecule LCC-21 to Suppress Colorectal Cancer Malignancy by Inhibiting Angiogenic and Metastatic Signatures.,"Colorectal cancer (CRC) is one of the most common cancers, and it frequently metastasizes to the liver and lymph nodes. Despite major advances in treatment modalities, CRC remains a poorly characterized biological malignancy, with high reported cases of deaths globally. Moreover, cancer stem cells (CSCs) and their microenvironment have been widely shown to promote colon cancer development, progression, and metastasis. Therefore, an understanding of the underlying mechanisms that contribute to the maintenance of CSCs and their markers in CRC is crucial in efforts to treat cancer metastasis and develop specific therapeutic targets for augmenting current standard treatments. Herein, we applied computational simulations using bioinformatics to identify potential theranostic markers for CRC. We identified the overexpression of vascular endothelial growth factor-α (<i>VEGFA</i>)/β-catenin/matrix metalloproteinase (MMP)-7/Cluster of Differentiation 44 (<i>CD44</i>) in CRC to be associated with cancer progression, stemness, resistance to therapy, metastasis, and poor clinical outcomes. To further investigate, we explored in silico molecular docking, which revealed potential inhibitory activities of LCC-21 as a potential multitarget small molecule for <i>VEGF-A/CTNNB1/MMP7/CD44</i> oncogenic signatures, with the highest binding affinities displayed. We validated these finding in vitro and demonstrated that LCC-21 inhibited colony and sphere formation, migration, and invasion, and these results were further confirmed by a Western blot analysis in HCT116 and DLD-1 cells. Thus, the inhibitory effects of LCC-21 on these angiogenic and onco-immunogenic signatures could be of translational relevance as potential CRC biomarkers for early diagnosis.",2023-01-09
36669545,"Snake venom nerve growth factor-inspired designing of novel peptide therapeutics for the prevention of paraquat-induced apoptosis, neurodegeneration, and alteration of metabolic pathway genes in the rat pheochromocytoma PC-12 cell.","Neurodegenerative disorders (ND), associated with the progressive loss of neurons, oxidative stress-mediated production of reactive oxygen species (ROS), and mitochondrial dysfunction, can be treated with synthetic peptides possessing innate neurotrophic effects and neuroprotective activity. Computational analysis of two small synthetic peptides (trideca-neuropeptide, TNP; heptadeca-neuropeptide, HNP) developed from the nerve growth factors from snake venoms predicted their significant interaction with the human TrkA receptor (TrkA). In silico results were validated by an in vitro binding study of the FITC-conjugated custom peptides to rat pheochromocytoma PC-12 cell TrkA receptors. Pre-treatment of PC-12 cells with TNP and HNP induced neuritogenesis and significantly reduced the paraquat (PT)-induced cellular toxicity, the release of lactate dehydrogenase from the cell cytoplasm, production of intracellular ROS, restored the level of antioxidants, prevented alteration of mitochondrial transmembrane potential (ΔΨm) and adenosine triphosphate (ATP) production, and inhibited cellular apoptosis. These peptides lack in vitro cytotoxicity, haemolytic activity, and platelet-modulating properties and do not interfere with the blood coagulation system. Functional proteomic analyses demonstrated the reversal of PT-induced upregulated and downregulated metabolic pathway genes in PC-12 cells that were pre-treated with HNP and revealed the metabolic pathways regulated by HNP to induce neuritogenesis and confer protection against PT-induced neuronal damage in PC-12. The quantitative RT-PCR analysis confirmed that the PT-induced increased and decreased expression of critical pro-apoptotic and anti-apoptotic genes had been restored in the PC-12 cells pre-treated with the custom peptides. A network gene expression profile was proposed to elucidate the molecular interactions among the regulatory proteins for HNP to salvage the PT-induced damage. Taken together, our results show how the peptides can rescue PT-induced oxidative stress, mitochondrial dysfunction, and cellular death and suggest new opportunities for developing neuroprotective drugs.",2023-01-18
36668683,Novel HER2-Targeted Peptide for NIR-II Imaging of Tumor.,"Molecular targets serve a crucial role in drug development. Herein, we discovered a novel peptide that can specifically target the human epidermal growth factor receptor 2 (HER2) and thus named it Herceptide. In our study, Herceptide was conjugated to the near-infrared fluorescent dye indocyanine green (ICG) to obtain a probe, ICG-Herceptide. Importantly, specific binding to HER2 was revealed by molecular docking, surface plasmon resonance analysis, and competition assays. The probe showed high binding affinity (<i>K</i><sub>D</sub> = 1.03 nM) and fast binding property (<i>k</i><sub>on</sub> = 0.44 min<sup>-1</sup>). In vivo near-infrared window two (NIR-II, 1000-1700 nm) imaging in HER2-overexpressed SKOV3 tumor-bearing mice demonstrated a high tumor-to-normal tissue signal ratio (T/N = 7.3) at 8 h postinjection. In the blocking study, ICG-Herceptide coinjected with Herceptide only showed a weak tumor signal. In other HER2 high-expression tumors, such as non-small-cell lung cancer A549 and gastric cancer MKN45, the tumor-to-normal tissue signal ratios (T/N) were 4.1 and 4.7, respectively. In contrast, HER2 low-expression tumor MDAMB231 shows no imaging contrast between the tumor and normal tissues. Furthermore, tumor resection was successfully performed under the guidance of the ICG-Herceptide-based NIR-II imaging in subcutaneous SKOV3 mice models. The biocompatibility study indicated that the probe had no observable toxicity to cells and tissues. Overall, these results demonstrate that ICG-Herceptide is a promising optical probe for the diagnosis and localization of HER2-overexpressing tumors. Moreover, Herceptide is a novel HER2-targeting peptide and can be further used for developing theranostic agents.",2023-01-20
36658088,Defining the role of mTOR pathway in the regulation of stem cells of glioblastoma.,"The mechanistic target of rapamycin (mTOR), a serine/threonine kinase, functions by forming two multiprotein complexes termed mTORC1 and mTORC2. Glioblastoma (GBM) is a uniformly fatal brain tumor that remains incurable partly due to the existence of untreatable cancer stem cells (CSC). The pathogenesis of GBM is largely due to the loss of the tumor suppressor gene PTEN, which is implicated in the aberrant activation of the mTOR pathway. The major cause of tumor recurrence, growth, and invasion is the presence of the unique population of CSC. Resistance to conventional therapies appears to be caused by both extensive genetic abnormalities and dysregulation of the transcription landscape. Consequently, CSCs have emerged as targets of interest in new treatment paradigms. Evidence suggests that inhibition of the mTOR pathway can also be applied to target CSCs. Here we explored the role of the mTOR pathway in the regulation of stem cells of GBM by treating them with inhibitors of canonical PI3K/AKT/mTOR pathways such as rapamycin (mTORC1 inhibitor), PP242 (ATP binding mTORC1/2 inhibitor), LY294002 (PI3K inhibitor), and MAPK inhibitor, U0126. A significant number of GBM tumors expressed stem cell marker nestin and activated mTOR (pmTOR<sup>Ser2448</sup>), with most tumor cells co-expressing both markers. The expression of stem cell marker NANOG was suppressed following rapamycin treatment. The neurospheres were disrupted following rapamycin and LY294002 treatments. Rapamycin or PP242 along with differentiating agent All-trans-retinoic acid reduced stem cell proliferation. Treatment with novel small molecule inhibitors of mTORC1/2 demonstrated that Torin1 and Torin2 suppressed the proliferation of GBM CSC, while XL388 was less effective. Torin1 and XL388 delay the process of self-renewal as compared to controls, whereas Torin2 halted self-renewal. Torin2 was able to eradicate tumor cells. In conclusion, Torin2 effectively targeted CSCs of GBM by halting self-renewal and inhibiting cell proliferation, underscoring the use of Torin2 in the treatment of GBM.",2022-12-31
36643038,Peptidomic Analysis Reveals that Novel Peptide LDP2 Protects Against Hepatic Ischemia/Reperfusion Injury.,"Hepatic ischemia/reperfusion (I/R) injury has become an inevitable issue during liver transplantation, with no effective treatments available. However, peptide drugs provide promising regimens for the treatment of this injury and peptidomics has gradually attracted increasing attention. This study was designed to analyze the spectrum of peptides in injured livers and explore the potential beneficial peptides involved in I/R injury.",2022-07-14
36631812,Molecular imaging of HER2 expression in breast cancer patients using a novel peptide-based tracer <sup>99m</sup>Tc-HP-Ark2: a pilot study.,"Due to the temporal and spatial heterogeneity of human epidermal growth factor receptor 2 (HER2) expression in breast tumors, immunohistochemistry (IHC) cannot accurately reflect the HER2 status in real time, which may cause misguided treatment decisions. HER2-specific imaging can noninvasively determine HER2 status in primary and metastatic tumors. In this study, HER2 expression in breast cancer patients was determined in vivo by SPECT/CT of <sup>99m</sup>Tc-HP-Ark2, comparing with PET/CT of <sup>18</sup>F-FDG lesion by lesion.",2023-01-11
36631709,Neuropeptide W Exhibits Preventive and Therapeutic Effects on Acetic Acid-Induced Colitis via Modulation of the Cyclooxygenase Enzyme System.,The novel peptide neuropeptide W (NPW) was originally shown to function in the control of feeding behavior and energy homeostasis. The aim of this study was to elucidate the putative preventive and therapeutic effects of NPW on colitis-associated oxidative injury and the underlying mechanisms for its action.,2023-01-11
36622852,BET-HDAC Dual Inhibitors for Combinational Treatment of Breast Cancer and Concurrent Candidiasis.,"Breast cancer is susceptible to <i>Candida</i> infections, and candidiasis has an enhancing effect on the progression and metastasis of tumor. Breast cancer and concurrent candidiasis represent a significant challenge in clinical therapy. Herein, a series of novel small molecule inhibitors simultaneously targeting bromodomain and extra-terminal (BET) and histone deacetylase (HDAC) were designed for combinational treatment of breast cancer and resistant <i>Candida albicans</i> infections. Among them, compounds <b>13c</b> and <b>17b</b> exhibited excellent and balanced inhibitory activity against both BET family proteins BRD4 and HDAC1. As compared with BRD4 or HDAC1 inhibitors, dual inhibitors <b>13c</b> and <b>17b</b> displayed improved <i>in vivo</i> antitumor efficacy in MDA-MB-231 breast cancer xenograft models. Notably, they synergized with fluconazole (FLC) to effectively reduce the kidney fungal burden in a murine model of disseminated candidiasis. Thus, the BET-HDAC dual inhibitors represented a novel therapeutic strategy for combinational treatment of breast cancer and concurrent candidiasis.",2023-01-09
36611895,Elabela: Negative Regulation of Ferroptosis in Trophoblasts via the Ferritinophagy Pathway Implicated in the Pathogenesis of Preeclampsia.,"Preeclampsia is a leading contributor to increased maternal morbidity and mortality in the perinatal period. Increasing evidence demonstrates that ferroptosis is an essential mechanism for the pathogenesis of preeclampsia. Elabela is a novel small-molecule polypeptide, mainly expressed in embryonic and transplacental tissues, with an ability to promote cell proliferation and invasion. However, its specific regulatory mechanism in preeclampsia has not been completely elucidated. In this study, we first reveal an increased grade of ferroptosis accompanied by a downregulation of the expression of Elabela in preeclampsia placentas. We then confirm the presence of a ferroptosis phenotype in the placenta of the mouse PE-like model, and Elabela can reduce ferroptosis in the placenta and improve adverse pregnancy outcomes. Furthermore, we demonstrate that targeting Elabela alleviates the cellular dysfunction mediated by Erastin promoting increased lipid peroxidation in vitro. Subsequent mechanistic studies suggest that Elabela increases FTH1 levels by inhibiting the ferritinophagy pathway, and consequently chelates the intracellular labile iron pool and eventually arrests ferroptosis. In conclusion, Elabela deficiency exacerbates ferroptosis in the placenta, which is among the potential mechanisms in the pathogenesis of preeclampsia. Targeting the Elabela-ferritinophagy-ferroptosis signaling axis provides a new therapeutic intervention strategy to alleviate preeclampsia.",2022-12-26
36610353,"Novel chemical-structure TPOR agonist, TMEA, promotes megakaryocytes differentiation and thrombopoiesis via mTOR and ERK signalings.","Non-peptide thrombopoietin receptor (TPOR) agonists are promising therapies for the mitigation and treatment of thrombocytopenia. However, only few agents are available as safe and effective for stimulating platelet production for thrombocytopenic patients in the clinic.",2022-12-28
36597724,Antigen-independent tumor targeting by CBX-12 (alphalex<sup>™</sup>-exatecan) induces long-term antitumor immunity.,"<b>Aims:</b> To determine whether antigen-independent targeting of the TOP1 inhibitor exatecan to tumor with a pH-sensitive peptide (CBX-12) produces superior synergy with immunotherapy compared with unconjugated exatecan. <b>Materials & methods:</b> <i>In vitro</i> and <i>ex vivo</i> functional assays were performed via FACS and ELISA assays. <i>In vivo</i> efficacy was evaluated in the syngeneic CT26 model. <b>Results:</b> CBX-12 combined with anti-PD-1 or anti-CTLA4 results in delayed tumor growth and complete response, with cured animals displaying long-term antitumor immunity. CBX-12 stimulates expression of MHC 1 and PD-L1 and is an inducer of immunogenic cell death, producing long-term immune recognition of tumor cells and resultant antitumor immunity. <b>Conclusion:</b> The authors' data provide the rationale for exploring immunotherapy combinations with CBX-12 in clinical trials.",2023-01-04
36596342,TAxI-peptide targeted Cas12a ribonuclease protein nanoformulations increase genome editing in hippocampal neurons.,"Gene therapy approaches that utilize Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR) ribonucleases have tremendous potential to treat human disease. However, CRISPR therapies delivered by integrating viral vectors are limited by potential off-target genome editing caused by constitutive activation of ribonuclease functions. Thus, biomaterial formulations are being used for the delivery of purified CRISPR components to increase the efficiency and safety of genome editing approaches. We previously demonstrated that a novel peptide identified by phage display, TAxI-peptide, mediates delivery of recombinant proteins into neurons. In this report we utilized NeutrAvidin protein to formulate neuron-targeted genome-editing nanoparticles. Cas12a ribonucleases was loaded with biotinylated guide RNA and biotinylated TAxI-peptide onto NeutrAvidin protein to coordinate the formation a targeted ribonuclease protein (RNP) complex. TAxI-RNP complexes are polydisperse with a 14.3 nm radius. The nanoparticles are stable after formulation and show good stability in the presence of normal mouse serum. TAxI-RNP nanoparticles increased neuronal delivery of Cas12a in reporter mice, resulting in induced tdTomato expression after direct injection into the dentate gyrus of the hippocampus. TAxI-RNP nanoparticles also increased genome editing efficacy in hippocampal neurons versus glia. These studies demonstrate the ability to assemble RNP nanoformulations with NeutrAvidin by binding biotinylated peptides and gRNA-loaded Cas12a ribonucleases into protein nanoparticles that target CRISPR delivery to specific cell-types in vivo. The potential to deliver CRISPR nanoparticles to specific cell-types and control off-target delivery to further reduce deleterious genome editing is essential for the creation of viable therapies to treat nervous system disease.",2023-01-09
36593243,Effects of Aficamten on cardiac contractility in a feline translational model of hypertrophic cardiomyopathy.,"Hypertrophic cardiomyopathy (HCM) is the most prevalent inherited cardiac disease in humans and cats and lacks efficacious pharmacologic interventions in the preclinical phase of disease. LV outflow tract obstruction (LVOTO) is commonly observed in HCM-affected patients and is a primary driver of heart failure symptoms and reduced quality of life. Novel small-molecule cardiac myosin inhibitors target actin-myosin interactions to alleviate overactive protein interactions. A prospective, randomized, controlled cross-over study was performed to evaluate pharmacodynamic effects of two doses (0.3 and 1 mg/kg) of a next-in-class cardiac myosin inhibitor, aficamten (CK-3773274, CK-274), on cardiac function in cats with the A31P MYBPC3 mutation and oHCM. Dose-dependent reductions in LV systolic function, LVOT pressure gradient, and isovolumetric relaxation times compared to baseline were observed. Promising beneficial effects of reduced systolic function warrant further studies of this next-in-class therapeutic to evaluate the benefit of long-term administration in this patient population.",2023-01-02
36591373,Kartogenin Improves Osteogenesis of Bone Marrow Mesenchymal Stem Cells via Autophagy.,"Kartogenin (KGN), a novel small-molecule compound, has been considered a promising chondrogenic promoter in cartilage regeneration. However, whether KGN also participates in osteogenesis and bone regeneration remains unclear. This research was designed to explore the roles of KGN on osteogenic differentiation in bone marrow mesenchymal stem cells (BMMSCs) as well as determine the possible mechanism of osteogenesis. We revealed that KGN enhanced the osteogenic differentiation capacity of BMMSCs without affecting cell proliferation, during which autophagic activities and the expression of autophagy-related genes were promoted. Moreover, KGN upregulated the phosphorylation level of the Smad1/5/9 signaling, and inhibition and activation of Smad signaling were also applied to validate the involvement of Smad in BMMSCs during KGN treatment. In summary, this study shows that KGN promotes osteogenic differentiation of BMMSCs through enhancing autophagic levels and upregulating Smad1/5/9 signaling mechanically.",2022-12-22
36590256,Biomimetic Total Synthesis and the Biological Evaluation of Natural Product (-)-Fargesone A as a Novel FXR Agonist.,"Farnesoid X receptor (FXR), a member of the nuclear receptor superfamily, plays an important role in maintaining or reversing metabolic homeostasis during the development of liver diseases. However, developing FXR modulators to intervene in FXR-related diseases is still an unmet clinical need. Therefore, it is significant to develop novel small-molecule agonists for drug discovery targeting FXR. Through a high-throughput chemical screen and follow-up biological validations, we first identified the natural product Fargesone A (FA) as a potent and selective FXR agonist. The limited, variable supply of FA from natural product isolation, however, has impeded its biological exploration and potential drug development. Accordingly, we have developed a biomimetic and scalable total synthesis of FA in nine steps that provides a solution to the supply of FA. Enabled by chemical synthesis, the <i>in vivo</i> efficacy of FA has been further investigated. The results showed that FA alleviates hepatocyte lipid accumulation and cell death in an FXR-dependent manner. Moreover, treatment of bile duct ligation (BDL)-induced liver disorder with FA ameliorates pathological features in mice. Therefore, our work lays the foundation to develop new small-molecule FXR agonists as a potential therapy for liver diseases.",2022-12-07
36589826,Urolithin B: Two-way attack on IAPP proteotoxicity with implications for diabetes.,"Diabetes is one of the major metabolic diseases worldwide. Despite being a complex systemic pathology, the aggregation and deposition of Islet Amyloid Polypeptide (IAPP), or amylin, is a recognized histopathological marker of the disease. Although IAPP proteotoxicity represents an important trigger of β-cell dysfunction and ultimately death, its exploitation as a therapeutic tool remains underdeveloped. The bioactivity of (poly)phenols towards inhibition of pathological protein aggregation is well known, however, most of the identified molecules have limited bioavailability.",2022-12-15
36587899,Discovery of a first-in-class orally available HBV cccDNA inhibitor.,The persistence of covalently closed circular DNA (cccDNA) in infected hepatocytes is the major barrier preventing viral eradication with existing therapies in patients with chronic hepatitis B. Therapeutic agents that can eliminate cccDNA are urgently needed to achieve viral eradication and thus HBV cure.,2022-12-30
36586149,A novel peptide-templated AgNPs nanoprobe for theranostics of prostate cancer.,"Prostate specific membrane antigen (PSMA)-positive exosomes have the potential to serve as highly sensitive biomarkers for prostate cancer detection. Herein, a sensitive electrochemical biosensor for the ultrasensitive detection of PSMA-positive exosomes has been constructed based on a peptide-templated AgNPs nanoprobe. In this work, PSMA-specific binding peptides immobilized on a gold electrode were responsible for prostate cancer-derived exosomes capturing. Well-designed peptide (CCY- LWYIKC) serves a dual role: as a signal probe and as a recognizer in the exosomes-identification process. Specifically, LWYIKC bind to cholesterol at the exosome membranes, and CCY function as peptide templates to host a large number of silver nanoparticles, leading to a strong electrochemical signal. Thus, the concentration of exosomes can be quantified via electrochemical signal. This innovative method displayed a wide detection range of 10<sup>2</sup> to 10<sup>8</sup> particles/μL and a detection limit as low as 37 particles/μL. Notably, the method has shown outstanding performance when validated using clinical samples, suggesting its potential for clinical applications.",2022-12-16
36581009,Novel small molecule MRGPRX2 antagonists inhibit a murine model of allergic reaction.,"Activation of Mas-related G protein-coupled receptor X2 (MRGPRX2) is a crucial non-IgE pathway for mast cell activation associated with allergic reactions and inflammation. Only a few peptides and small compounds targeting MRGPRX2 have been reported, with limited information on their pharmacologic activity.",2022-12-26
36579489,Novel Small-Molecule PD-L1 Inhibitor Induces PD-L1 Internalization and Optimizes the Immune Microenvironment.,"Blocking the PD-1/PD-L1 interaction has become an important strategy for tumor therapy, which has shown outstanding therapeutic effects in clinical settings. However, unsatisfactory response rates and immune-related adverse effects limit the use of anti-PD1/PD-L1 antibodies. Here, we report the discovery and identification of <b>S4-1</b>, an innovative small-molecule inhibitor of PD-L1. <i>In vitro</i>, <b>S4-1</b> effectively altered the PD-L1/PD-1 interaction, induced PD-L1 dimerization and internalization, improved its localization to endoplasmic reticulum, and thus enhanced the cytotoxicity of peripheral blood mononuclear cells toward tumor cells. <i>In vivo</i>, <b>S4-1</b> significantly inhibited tumor growth in both lung and colorectal cancer models, particularly in colorectal cancer, where it led to complete clearance of a portion of the tumor cells. Furthermore, <b>S4-1</b> induced T-cell activation and inversed the inhibitory tumor microenvironment, consistent with the PD-L1/PD-1 pathway blockade. These data support the continued evaluation of <b>S4-1</b> as an alternative ICB therapeutic strategy.",2022-12-29
36565671,Oct-4 activating compound 1 (OAC1) could improve the quality of somatic cell nuclear transfer embryos in the bovine.,"Previous studies described aberrant nuclear reprogramming in somatic cell nuclear transfer (SCNT) embryos that is distinctly different from fertilized embryos. This abnormal nuclear reprogramming hampers the proper pre- and/or post-implantation development. It has been demonstrated that SCNT blastocysts aberrantly expressed POU5F1 and POU5F1-related genes. With regard to this, it has been postulated that promoting the expression of POU5F1 in SCNT embryos may enhance reprogramming in SCNT embryos. In this study, we treated either fibroblast donor cells or SCNT embryos with OAC1 as a novel small molecule that has been reported to induce POU5F1 expression. Quantitative results from the MTS assay revealed that lower concentrations of OAC1 (1, 1.5, and 3 μM) are non-toxic after 2, 4, and 6 days, but higher concentrations (6, 8, 10, and 12 μM) are toxic and reduced the proliferation of cells after 6 days. No enhancement in the expression of endogenous POU5F1 was observed when both mouse and bovine fibroblast cells were treated with 1.5 and 3 μM OAC1 for up to 6 consecutive days. Subsequently, we treated either fibroblast as donor cells in the SCNT procedure (BFF-OAC1 group) or SCNT embryos [for 4 days (IVC-OAC1: D4-D7 group) or 7 days (IVC-OAC1: D0-D7 group)] with 1.5 μM OAC1. We observed that neither treatment of fibroblast donor cells nor SCNT embryos improved the cleavage and blastocyst rates. Interestingly, we observed that treatment of SCNT embryos all throughout the in vitro culture (IVC) (IVC-OAC1: D0-D7) with 1.5 μM OAC1 improves the quality of derived blastocyst which was indexed by morphological grading, blastomere allocation, epigenetic marks and mRNA expression of target genes. In conclusion, our results showed that supplementation of IVC medium with 1.5 μM OAC1 (D0-D7) accelerates SCNT reprogramming in bovine species.",2022-11-04
36557929,Synthesis and Preclinical Evaluation of Small-Molecule Prostate-Specific Membrane Antigen-Targeted Abiraterone Conjugate.,"Prostate cancer is the second most common type of cancer among men. The main method of its treatment is androgen deprivation therapy, which has a wide range of side effects. One of the solutions to this challenge is the targeted delivery of drugs to prostate cancer cells. In this study, we performed the synthesis of a novel small-molecule PSMA-targeted conjugate based on abiraterone. Cytotoxicity, the induction of intracellular reactive oxygen species, and P450-cytochrome species inhibition were investigated for this conjugate PSMA-abiraterone. The conjugate demonstrated a preferential effect on prostate tumor cells, remaining inactive at up to 100 µM in human fibroblast cells. In addition, it revealed preferential efficacy, specifically on PSMA-expressing lines with a 65% tumor growth inhibition level on 22Rv1 (PSMA+) xenografts after 14-fold oral administration of <b>PSMA-Abi</b> at a single dose of 500 mg/kg (7.0 g/kg total dose) was observed. This compound showed significantly reduced acute toxicity with comparable efficacy compared to <b>AbiAc</b>.",2022-12-12
36555334,Protein Kinase Inhibitors as a New Target for Immune System Modulation and Brain Cancer Management.,"High-grade brain tumors are malignant tumors with poor survival and remain the most difficult tumors to treat. An important contributing factor to the development and progression of brain tumors is their ability to evade the immune system. Several immunotherapeutic strategies including vaccines and checkpoint inhibitors have been studied to improve the effectiveness of the immune system in destroying cancer cells. Recent studies have shown that kinase inhibitors, capable of inhibiting signal transduction cascades that affect cell proliferation, migration, and angiogenesis, have additional immunological effects. In this review, we explain the beneficial therapeutic effects of novel small-molecule kinase inhibitors and explore how, through different mechanisms, they increase the protective antitumor immune response in high-grade brain tumors.",2022-12-10
